x, y
0.029239766081871343, 0
0.09189640768588136, 0
0.38847117794486213, 0
0.37593984962406013, 0
0.3467000835421888, 0
0.3091060985797828, 0
0.24644945697577275, 0
0.18379281537176273, 0
0.40100250626566414, 0.0824561403508772
0.41353383458646614, 0.11228070175438597
0.4302422723475355, 0.1456140350877193
0.4469507101086048, 0.22631578947368422
0.4594820384294068, 0.30350877192982456
0.4678362573099415, 0.3315789473684211
0.48872180451127817, 0.356140350877193
0.5054302422723476, 0.3368421052631579
0.5179615705931495, 0.3192982456140351
0.5304928989139515, 0.2824561403508772
0.5472013366750208, 0.21403508771929824
0.5597326649958229, 0.16140350877192983
0.5764411027568922, 0.1280701754385965
0.5889724310776943, 0.07017543859649122
0.6015037593984962, 0.0368421052631579
0.6223893065998329, 0.026315789473684213
0.6307435254803675, 0.008771929824561403
0.6641604010025062, 0
0.7393483709273183, 0
0.8395989974937343, 0
0.9314954051796156, 0
0.9941520467836257, 0
2.0008354218880533, 0
2.0885547201336676, 0
2.1637426900584793, 0
2.2765246449456975, 0
2.3642439431913114, 0
2.3893065998329153, 0.0017543859649122807
2.418546365914787, 0.015789473684210527
2.4310776942355887, 0.07192982456140351
2.4394319131161235, 0.1
2.4561403508771926, 0.16140350877192983
2.468671679197995, 0.2543859649122807
2.481203007518797, 0.2982456140350877
2.506265664160401, 0.3192982456140351
2.506265664160401, 0.3192982456140351
2.518796992481203, 0.2947368421052632
2.5313283208020048, 0.2736842105263158
2.5480367585630743, 0.23157894736842105
2.560568086883876, 0.17017543859649123
2.568922305764411, 0.13508771929824562
2.581453634085213, 0.09649122807017545
2.598162071846282, 0.052631578947368425
2.606516290726817, 0.03333333333333333
2.6274018379281534, 0.012280701754385965
2.6482873851294904, 0.0017543859649122807
2.7151211361737677, 0
2.794486215538847, 0
2.8738512949039263, 0
2.982456140350877, 0
4.010025062656641, 0
4.0852130325814535, 0
4.2105263157894735, 0
4.327485380116959, 0
4.4110275689223055, 0
4.427736006683375, 0.008771929824561403
4.444444444444445, 0.04035087719298246
4.456975772765246, 0.06842105263157895
4.473684210526316, 0.1368421052631579
4.486215538847118, 0.24736842105263157
4.502923976608187, 0.2982456140350877
4.519632414369256, 0.3385964912280702
4.54469507101086, 0.38070175438596493
4.5363408521303255, 0.37719298245614036
4.565580618212197, 0.3719298245614035
4.578111946532999, 0.3333333333333333
4.590643274853801, 0.2807017543859649
4.607351712614871, 0.24912280701754386
4.619883040935672, 0.18771929824561404
4.636591478696742, 0.13333333333333333
4.649122807017544, 0.1
4.665831244778613, 0.0824561403508772
4.678362573099415, 0.054385964912280704
4.6992481203007515, 0.03508771929824561
4.707602339181286, 0.02280701754385965
4.753550543024227, 0.02456140350877193
4.7786131996658305, 0.02982456140350877
4.807852965747703, 0.021052631578947368
4.841269841269841, 0.017543859649122806
4.87468671679198, 0.02456140350877193
4.903926482873851, 0.017543859649122806
4.933166248955723, 0.008771929824561403
4.970760233918129, 0.015789473684210527
4.98329156223893, 0.0017543859649122807
