x,y
0.001338389367444905,0.6753943217665614
0.00469153939984106,0.5429022082018927
0.00777417323549442,0.520820189274448
0.01249369048639326,0.5075709779179811
0.01731727296353387,0.49873817034700313
0.02388615040745563,0.49432176656151416
0.0288965082620647,0.49432176656151416
0.035658634113671,0.48548895899053623
0.0425015829182937,0.47444794952681385
0.0494280229369663,0.4589905362776025
0.0564603602249577,0.4457413249211356
0.0636738535236455,0.44353312302839115
0.000825399605818684,0.6996845425867508
0.00245628607816515,0.7482649842271293
0.00387465547757806,0.7769716088328076
0.00532660833093573,0.7946372239747634
0.00830504562112988,0.8034700315457413
0.01260428431724716,0.8078864353312303
0.0148021061429292,0.7990536277602523
0.0192852330040735,0.7725552050473186
0.02222617521823787,0.7593059936908517
0.02756319171332645,0.7438485804416404
0.0378721232905904,0.6731861198738169
0.0485043217641473,0.6025236593059937
0.0557778274697747,0.5760252365930599
0.0632521453096025,0.5451104100946372
