x, y
-1.9236641221374047, 0.541860465116279
-1.8770144189991518, 0.5186046511627906
-1.8006785411365565, 0.5069767441860464
-1.7243426632739611, 0.4976744186046511
-1.626802374893978, 0.49302325581395345
-1.5504664970313826, 0.49302325581395345
-1.448685326547922, 0.48372093023255813
-1.3511450381679388, 0.4720930232558139
-1.2493638676844783, 0.45813953488372094
-1.1518235793044953, 0.4441860465116279
-1.0500424088210347, 0.4418604651162791
-1.0500424088210347, 0.5441860465116279
-1.147582697201018, 0.5744186046511628
-1.2493638676844783, 0.6023255813953488
-1.4020356234096694, 0.672093023255814
-1.5504664970313826, 0.7441860465116279
-1.6310432569974556, 0.758139534883721
-1.6734520780322306, 0.7720930232558139
-1.7455470737913485, 0.7976744186046512
-1.7794741306191688, 0.8069767441860465
-1.8515691263782867, 0.8046511627906976
-1.8982188295165394, 0.7953488372093023
-1.9236641221374047, 0.7744186046511627
-1.9491094147582697, 0.7488372093023256
-1.9787955894826124, 0.7
-1.9787955894826124, 0.6767441860465115
0.01865988125530116, 0.4976744186046511
0.07379134860050884, 0.46744186046511627
0.12468193384223891, 0.45581395348837206
0.20101781170483468, 0.4441860465116279
0.2731128074639524, 0.4395348837209302
0.37489397794741297, 0.4372093023255814
0.4512298558100083, 0.43488372093023253
0.5487701441899913, 0.4325581395348837
0.6505513146734518, 0.4255813953488372
0.7480916030534348, 0.41627906976744183
0.8498727735368954, 0.40930232558139534
0.951653944020356, 0.4069767441860465
0.951653944020356, 0.4906976744186046
0.8498727735368954, 0.5186046511627906
0.7523324851569124, 0.5465116279069767
0.603901611535199, 0.5790697674418605
0.4512298558100083, 0.6813953488372093
0.37065309584393535, 0.713953488372093
0.32400339270568246, 0.7162790697674418
0.25614927905004237, 0.7348837209302326
0.2179813401187447, 0.7511627906976743
0.15012722646310417, 0.7767441860465116
0.10347752332485127, 0.8
0.07379134860050884, 0.8023255813953489
0.04410517387616597, 0.8
0.01865988125530116, 0.8069767441860465
2.020356234096692, 0.37906976744186044
2.0754877014419, 0.39069767441860465
2.1263782866836296, 0.39069767441860465
2.198473282442748, 0.39069767441860465
2.2748091603053435, 0.39069767441860465
2.3765903307888037, 0.3953488372093023
2.4486853265479214, 0.3953488372093023
2.546225614927905, 0.39767441860465114
2.648006785411365, 0.3930232558139535
2.749787955894826, 0.38372093023255816
2.8430873621713317, 0.37906976744186044
2.953350296861747, 0.37906976744186044
2.9491094147582695, 0.44651162790697674
2.8473282442748085, 0.4604651162790697
2.749787955894826, 0.48604651162790696
2.601357082273113, 0.5255813953488372
2.452926208651399, 0.5720930232558139
2.372349448685326, 0.6093023255813954
2.3214588634435964, 0.6302325581395349
2.257845631891433, 0.6697674418604651
2.2196776929601354, 0.7069767441860465
2.1475826972010177, 0.7930232558139534
2.096692111959287, 0.827906976744186
2.0754877014419, 0.8488372093023255
2.0500424088210343, 0.8790697674418604
2.0161153519932142, 0.958139534883721
