# Deformed profile ogv1c_g0_c0.dat
# Params=[-0.014991029559, -0.046309304873, -0.02656637482, 0.014093945443, 0.022054331595]
1.002978063969140049e-01 1.093108466248817079e+00
1.757615225590619945e-01 1.225478449872233755e+00
2.614922748424710064e-01 1.365678301122913885e+00
3.552489417698340146e-01 1.510328815636220678e+00
4.571889877532310242e-01 1.660024891609601871e+00
5.691382609599500153e-01 1.817400052377997177e+00
6.906188274284940087e-01 1.981636375106208936e+00
8.214651878010940100e-01 2.152394265208361190e+00
9.626376812626580293e-01 2.330550629837155441e+00
1.114904916810439905e+00 2.517003918501962811e+00
1.278346115460099908e+00 2.711776568091659900e+00
1.452843288119350040e+00 2.913992156593968375e+00
1.640099938973889948e+00 3.125690332989241149e+00
1.840293698561600078e+00 3.346643661663641467e+00
2.053338666692190007e+00 3.576238000634013758e+00
2.280160437404960216e+00 3.815224090897682885e+00
2.521359412710880044e+00 4.063937019749648272e+00
2.778246488327130059e+00 4.323260102787512160e+00
3.050530461555370110e+00 4.592390495727043387e+00
3.339050022555670072e+00 4.871708429862733780e+00
3.644587369763970131e+00 5.161479432196524719e+00
3.967922253964680124e+00 5.461911834691110634e+00
4.310300986579419735e+00 5.773596150633801827e+00
4.671799126988200435e+00 6.095992045829565775e+00
5.053179188826420365e+00 6.429177824835924149e+00
5.053179188826420365e+00 6.429177824835924149e+00
5.433355926641779909e+00 6.754672522394599810e+00
5.804771584548910290e+00 7.066655511617062402e+00
6.168932695558289936e+00 7.367073982645434782e+00
6.528399553431960101e+00 7.658557516328563963e+00
6.883419992743480265e+00 7.941714708598420991e+00
7.235251146607679651e+00 8.217896240898150850e+00
7.586005167117050085e+00 8.488999089907030893e+00
7.936944672027469672e+00 8.756152327235373178e+00
8.288609331962499382e+00 9.019882874829121988e+00
8.643317377793600542e+00 9.281982199429270608e+00
9.002270495321329946e+00 9.543325744798153210e+00
9.366157889020380267e+00 9.804366056099418358e+00
9.737951629300859224e+00 1.006712752886040896e+01
1.011848276317130058e+01 1.033202949897841627e+01
1.050909668495850013e+01 1.059980235058804077e+01
1.091354913035860008e+01 1.087271140958076110e+01
1.133280481712190024e+01 1.115104222842921011e+01
1.176922535619620014e+01 1.143594186608766528e+01
1.222718309082750032e+01 1.172971018537785959e+01
1.270713399895299922e+01 1.203197086214312961e+01
1.319324570818779918e+01 1.233237960622337681e+01
1.369966089059740000e+01 1.263930641211828920e+01
1.422748169806270013e+01 1.295274909078731085e+01
1.477631335957939918e+01 1.327183038080223731e+01
1.534648263896330000e+01 1.359601420163007646e+01
1.593816849779769917e+01 1.392469269012918254e+01
1.655180215611619943e+01 1.425736655607046366e+01
1.718778772257579845e+01 1.459344588713841873e+01
1.784569159626419932e+01 1.493190376039326850e+01
1.852550599735380032e+01 1.527191991456694886e+01
1.922726817771750163e+01 1.561268147170732945e+01
1.995060149272709893e+01 1.595313173000957008e+01
2.069525000833279904e+01 1.629228805729012919e+01
2.146081612850949938e+01 1.662909765320386057e+01
2.224679666212160001e+01 1.696245608138794481e+01
2.305258052781449862e+01 1.729124405078871973e+01
2.387755882488599823e+01 1.761446674521664590e+01
2.472098380846970045e+01 1.793124621549906195e+01
2.558168135481970040e+01 1.824076471492782758e+01
2.645845416351960111e+01 1.854236267460966658e+01
2.734990902879840036e+01 1.883539692601761573e+01
2.825465436195020175e+01 1.911926949737450698e+01
2.917123379495890134e+01 1.939346158526873154e+01
3.009813286076400018e+01 1.965750181927077733e+01
3.103378703858459886e+01 1.991093809732013042e+01
